category,common_name,scientific_name,threats
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Run-off
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Industrial & military effluents
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Oil spills
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Garbage & solid waste
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Agricultural & forestry effluents
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Type Unknown/Unrecorded
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Herbicides and pesticides
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Sewage
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Housing & urban areas
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Run-off
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Industrial & military effluents
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Oil spills
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Seepage from mining
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Habitat shifting & alteration
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Agricultural & forestry effluents
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Garbage & solid waste
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Tourism & recreation areas
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Commercial & industrial areas
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Nutrient loads
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Temperature extremes
Odd Shaped Swimmers,Striped Puffer,Arothron manilensis,Domestic & urban waste water
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Type Unknown/Unrecorded
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Herbicides and pesticides
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Sewage
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Housing & urban areas
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Run-off
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Industrial & military effluents
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Oil spills
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Seepage from mining
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Habitat shifting & alteration
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Agricultural & forestry effluents
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Garbage & solid waste
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Tourism & recreation areas
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Commercial & industrial areas
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Nutrient loads
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Temperature extremes
Odd Shaped Swimmers,Immaculate Puffer,Arothron immaculatus,Domestic & urban waste water
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Nutrient loads
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Domestic & urban waste water
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Invasive non-native/alien species/diseases (Pterois volitans)
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Herbicides and pesticides
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Habitat shifting & alteration
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Tourism & recreation areas
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Commercial & industrial areas
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Housing & urban areas
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Seepage from mining
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Named species (Pterois volitans)
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Temperature extremes
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Type Unknown/Unrecorded
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Sewage
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Run-off
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Industrial & military effluents
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Oil spills
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Garbage & solid waste
Odd Shaped Swimmers,Sharpnose Puffer,Canthigaster rostrata,Agricultural & forestry effluents
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Type Unknown/Unrecorded
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Herbicides and pesticides
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Sewage
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Housing & urban areas
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Run-off
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Industrial & military effluents
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Oil spills
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Seepage from mining
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Habitat shifting & alteration
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Agricultural & forestry effluents
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Garbage & solid waste
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Tourism & recreation areas
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Commercial & industrial areas
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Nutrient loads
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Temperature extremes
Odd Shaped Swimmers,Papuan Toby,Canthigaster papua,Domestic & urban waste water
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Type Unknown/Unrecorded
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Herbicides and pesticides
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Sewage
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Housing & urban areas
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Run-off
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Industrial & military effluents
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Oil spills
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Seepage from mining
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Habitat shifting & alteration
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Agricultural & forestry effluents
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Garbage & solid waste
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Tourism & recreation areas
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Commercial & industrial areas
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Nutrient loads
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Temperature extremes
Odd Shaped Swimmers,Fingerprint Toby,Canthigaster compressa,Domestic & urban waste water
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Type Unknown/Unrecorded
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Herbicides and pesticides
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Sewage
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Housing & urban areas
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Run-off
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Industrial & military effluents
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Oil spills
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Seepage from mining
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Habitat shifting & alteration
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Agricultural & forestry effluents
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Garbage & solid waste
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Tourism & recreation areas
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Commercial & industrial areas
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Nutrient loads
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Temperature extremes
Odd Shaped Swimmers,Black-Saddled Toby,Canthigaster valentini,Domestic & urban waste water
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Type Unknown/Unrecorded
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Herbicides and pesticides
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Sewage
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Housing & urban areas
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Run-off
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Industrial & military effluents
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Oil spills
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Seepage from mining
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Habitat shifting & alteration
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Agricultural & forestry effluents
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Garbage & solid waste
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Tourism & recreation areas
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Commercial & industrial areas
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Nutrient loads
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Temperature extremes
Odd Shaped Swimmers,Pacific Crown Toby,Canthigaster axiologus,Domestic & urban waste water
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Type Unknown/Unrecorded
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Herbicides and pesticides
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Sewage
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Housing & urban areas
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Run-off
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Industrial & military effluents
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Oil spills
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Seepage from mining
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Habitat shifting & alteration
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Agricultural & forestry effluents
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Garbage & solid waste
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Tourism & recreation areas
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Commercial & industrial areas
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Nutrient loads
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Temperature extremes
Odd Shaped Swimmers,Hawaiian Crown Toby,Canthigaster coronata,Domestic & urban waste water
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Type Unknown/Unrecorded
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Herbicides and pesticides
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Sewage
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Housing & urban areas
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Run-off
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Industrial & military effluents
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Oil spills
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Seepage from mining
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Habitat shifting & alteration
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Agricultural & forestry effluents
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Garbage & solid waste
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Tourism & recreation areas
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Commercial & industrial areas
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Nutrient loads
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Temperature extremes
Odd Shaped Swimmers,Whitebelly Toby,Canthigaster bennetti,Domestic & urban waste water
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Type Unknown/Unrecorded
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Herbicides and pesticides
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Sewage
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Housing & urban areas
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Run-off
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Industrial & military effluents
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Oil spills
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Seepage from mining
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Habitat shifting & alteration
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Agricultural & forestry effluents
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Garbage & solid waste
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Tourism & recreation areas
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Commercial & industrial areas
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Nutrient loads
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Temperature extremes
Odd Shaped Swimmers,Honeycomb Toby,Canthigaster janthinoptera,Domestic & urban waste water
Odd Shaped Swimmers,Spotted Sharpnosed Puffer,Canthigaster punctatissima,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Spotted Sharpnosed Puffer,Canthigaster punctatissima,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Type Unknown/Unrecorded
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Herbicides and pesticides
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Sewage
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Housing & urban areas
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Run-off
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Industrial & military effluents
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Oil spills
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Seepage from mining
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Habitat shifting & alteration
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Hawaiian Whitespotted Toby,Canthigaster jactator,Agricultural & forestry effluents
