category,common_name,countries,scientific_name
Large Oval Fish,Saddled Butterflyfish,Malaysia,Chaetodon ephippium
Large Oval Fish,Saddled Butterflyfish,New Caledonia,Chaetodon ephippium
Large Oval Fish,Saddled Butterflyfish,Papua New Guinea,Chaetodon ephippium
Large Oval Fish,Saddled Butterflyfish,Philippines,Chaetodon ephippium
Large Oval Fish,Saddled Butterflyfish,Solomon Islands,Chaetodon ephippium
Large Oval Fish,Saddled Butterflyfish,United States of America,Chaetodon ephippium
Large Oval Fish,Saddled Butterflyfish,Vanuatu,Chaetodon ephippium
Large Oval Fish,Ornate Butterflyfish,Australia,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Bangladesh,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Costa Rica,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Fiji,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,China,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Indonesia,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,India,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Japan,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Sri Lanka,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Myanmar,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Malaysia,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,New Caledonia,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Papua New Guinea,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Philippines,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Solomon Islands,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Thailand,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,United States of America,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Vietnam,Chaetodon ornatissimus
Large Oval Fish,Ornate Butterflyfish,Vanuatu,Chaetodon ornatissimus
Large Oval Fish,Spot-Banded Butterflyfish,Australia,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Fiji,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Indonesia,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Japan,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Malaysia,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Papua New Guinea,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Philippines,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Solomon Islands,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,China,Chaetodon punctatofasciatus
Large Oval Fish,Spot-Banded Butterflyfish,Vietnam,Chaetodon punctatofasciatus
Large Oval Fish,Eastern Triangular Butterflyfish,Australia,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Fiji,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Indonesia,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Japan,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Malaysia,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,New Caledonia,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Papua New Guinea,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Philippines,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Solomon Islands,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Thailand,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,China,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Vietnam,Chaetodon baronessa
Large Oval Fish,Eastern Triangular Butterflyfish,Vanuatu,Chaetodon baronessa
Large Oval Fish,Redfin Butterflyfish,Australia,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,China,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Fiji,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Indonesia,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Japan,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Cambodia,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Malaysia,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,New Caledonia,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,United Kingdom,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Papua New Guinea,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Philippines,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Solomon Islands,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Thailand,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,United States of America,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Vietnam,Chaetodon lunulatus
Large Oval Fish,Redfin Butterflyfish,Vanuatu,Chaetodon lunulatus
Large Oval Fish,Fourspot Butterflyfish,Fiji,Chaetodon quadrimaculatus
Large Oval Fish,Fourspot Butterflyfish,Japan,Chaetodon quadrimaculatus
Large Oval Fish,Fourspot Butterflyfish,Philippines,Chaetodon quadrimaculatus
Large Oval Fish,Fourspot Butterflyfish,Solomon Islands,Chaetodon quadrimaculatus
Large Oval Fish,Fourspot Butterflyfish,China,Chaetodon quadrimaculatus
Large Oval Fish,Fourspot Butterflyfish,United States of America,Chaetodon quadrimaculatus
Large Oval Fish,Speckled Butterflyfish,Australia,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Bangladesh,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Costa Rica,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Fiji,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Indonesia,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,India,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Japan,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Kenya,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Myanmar,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Madagascar,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Sri Lanka,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Malaysia,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,New Caledonia,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,United Kingdom,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Papua New Guinea,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Philippines,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Solomon Islands,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Somalia,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Thailand,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,China,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,United Republic of Tanzania,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,United States of America,Chaetodon citrinellus
Large Oval Fish,Speckled Butterflyfish,Vanuatu,Chaetodon citrinellus
Large Oval Fish,Meyer's Butterflyfish,Australia,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Costa Rica,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Ecuador,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Fiji,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Indonesia,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,India,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Japan,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Kenya,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Sri Lanka,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Madagascar,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Myanmar,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Malaysia,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Mozambique,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,New Caledonia,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Papua New Guinea,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Philippines,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Solomon Islands,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Somalia,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Thailand,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,China,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,United Republic of Tanzania,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,Vanuatu,Chaetodon meyeri
Large Oval Fish,Meyer's Butterflyfish,South Africa,Chaetodon meyeri
Large Oval Fish,Dot-Dash Butterflyfish,Australia,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,Chile,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,Fiji,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,Indonesia,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,New Caledonia,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,United Kingdom,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,Papua New Guinea,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,Solomon Islands,Chaetodon pelewensis
Large Oval Fish,Dot-Dash Butterflyfish,Vanuatu,Chaetodon pelewensis
Large Oval Fish,Multiband Butterflyfish,United States of America,Chaetodon multicinctus
Large Oval Fish,Milletseed Butterflyfish,United States of America,Chaetodon miliaris
Large Oval Fish,Raccoon Butterflyfish,Australia,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Bangladesh,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,China,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Costa Rica,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Ecuador,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Fiji,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Indonesia,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,India,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Japan,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Kenya,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Cambodia,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,South Korea,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Sri Lanka,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Madagascar,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Myanmar,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Malaysia,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Mozambique,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,New Caledonia,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,United Kingdom,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Oman,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Papua New Guinea,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Philippines,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Solomon Islands,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Somalia,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Thailand,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,United Republic of Tanzania,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,United States of America,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Vietnam,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Vanuatu,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,Yemen,Chaetodon lunula
Large Oval Fish,Raccoon Butterflyfish,South Africa,Chaetodon lunula
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Australia,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Costa Rica,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Fiji,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Indonesia,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Japan,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Malaysia,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,New Caledonia,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Papua New Guinea,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Philippines,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Solomon Islands,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,China,Chaetodon ulietensis
Large Oval Fish,Pacific Double-Saddle Butterflyfish,Vanuatu,Chaetodon ulietensis
Large Oval Fish,Panda Butterflyfish,Australia,Chaetodon adiergastos
Large Oval Fish,Panda Butterflyfish,Indonesia,Chaetodon adiergastos
Large Oval Fish,Panda Butterflyfish,Japan,Chaetodon adiergastos
Large Oval Fish,Panda Butterflyfish,Malaysia,Chaetodon adiergastos
Large Oval Fish,Panda Butterflyfish,Philippines,Chaetodon adiergastos
Large Oval Fish,Panda Butterflyfish,China,Chaetodon adiergastos
Large Oval Fish,Black-Backed Butterflyfish,Australia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Costa Rica,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,China,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Djibouti,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Egypt,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Eritrea,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Fiji,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Indonesia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Israel,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,India,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Jordan,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Japan,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Kenya,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Cambodia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Sri Lanka,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Madagascar,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Myanmar,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Malaysia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Mozambique,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,New Caledonia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,United Kingdom,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Papua New Guinea,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Philippines,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Saudi Arabia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Solomon Islands,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Sudan,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Somalia,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Thailand,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,United Republic of Tanzania,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Vietnam,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Vanuatu,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,Yemen,Chaetodon melannotus
Large Oval Fish,Black-Backed Butterflyfish,South Africa,Chaetodon melannotus
Large Oval Fish,Blue-Spot Butterflyfish,Australia,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,China,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Fiji,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Indonesia,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Japan,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,New Caledonia,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,United Kingdom,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Papua New Guinea,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Philippines,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Solomon Islands,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Vietnam,Chaetodon plebeius
Large Oval Fish,Blue-Spot Butterflyfish,Vanuatu,Chaetodon plebeius
Large Oval Fish,Dotted butterflyfish,Australia,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Bangladesh,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Costa Rica,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Fiji,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Indonesia,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,India,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Sri Lanka,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Myanmar,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Malaysia,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Papua New Guinea,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Philippines,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Solomon Islands,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Thailand,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,China,Chaetodon semeion
Large Oval Fish,Dotted butterflyfish,Vanuatu,Chaetodon semeion
Large Oval Fish,Eclipse Butterflyfish,Australia,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Costa Rica,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,China,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Fiji,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Indonesia,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,India,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Japan,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Kenya,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Sri Lanka,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Madagascar,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Malaysia,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Mozambique,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,New Caledonia,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Papua New Guinea,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Philippines,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Solomon Islands,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Somalia,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,United Republic of Tanzania,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,Vanuatu,Chaetodon bennetti
Large Oval Fish,Eclipse Butterflyfish,South Africa,Chaetodon bennetti
Large Oval Fish,Ovalspot Butterflyfish,Australia,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,China,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Fiji,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Indonesia,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Japan,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Malaysia,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,New Caledonia,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Papua New Guinea,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Philippines,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Solomon Islands,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Vietnam,Chaetodon speculum
Large Oval Fish,Ovalspot Butterflyfish,Vanuatu,Chaetodon speculum
Large Oval Fish,Teardrop Butterflyfish,Australia,Chaetodon unimaculatus
Large Oval Fish,Teardrop Butterflyfish,Costa Rica,Chaetodon unimaculatus
Large Oval Fish,Teardrop Butterflyfish,Chile,Chaetodon unimaculatus
Large Oval Fish,Teardrop Butterflyfish,China,Chaetodon unimaculatus
Large Oval Fish,Teardrop Butterflyfish,Ecuador,Chaetodon unimaculatus
Large Oval Fish,Teardrop Butterflyfish,Fiji,Chaetodon unimaculatus
